Table Name in NetSuite2.com,Field ID in NetSuite2.com,Field Name in NetSuite2.com
aggregateitemlocation,fixedlotsize,
assemblyitemlocations,fixedlotsize,
inventoryitemlocations,fixedlotsize,
aggregateitemlocation,forwardconsumptiondays,
assemblyitemlocations,forwardconsumptiondays,
inventoryitemlocations,forwardconsumptiondays,
aggregateitemlocation,inventorycosttemplate,
assemblyitemlocations,inventorycosttemplate,
inventoryitemlocations,inventorycosttemplate,
aggregateitemlocation,invtclassification,
assemblyitemlocations,invtclassification,
inventoryitemlocations,invtclassification,
aggregateitemlocation,invtcountinterval,
assemblyitemlocations,invtcountinterval,
inventoryitemlocations,invtcountinterval,
AggregateItemLocation,item,Item
aggregateitemlocation,lastinvtcountdate,
assemblyitemlocations,lastinvtcountdate,
inventoryitemlocations,lastinvtcountdate,
AggregateItemLocation,location,Location
itemsupplylotsizingtype,name,
aggregateitemlocation,nextinvtcountdate,
assemblyitemlocations,nextinvtcountdate,
inventoryitemlocations,nextinvtcountdate,
aggregateitemlocation,leadtime,
assemblyitemlocations,leadtime,
inventoryitemlocations,leadtime,
aggregateitemlocation,quantityonhand,
assemblyitemlocations,quantityonhand,
inventoryitemlocations,quantityonhand,
aggregateitemlocation,onhandvaluemli,
assemblyitemlocations,onhandvaluemli,
inventoryitemlocations,onhandvaluemli,
aggregateitemlocation,quantityonorder,
assemblyitemlocations,quantityonorder,
inventoryitemlocations,quantityonorder,
aggregateitemlocation,periodiclotsizedays,
assemblyitemlocations,periodiclotsizedays,
inventoryitemlocations,periodiclotsizedays,
itemperiodiclotsizetype,name,
AggregateItemLocation,quantityBackOrdered ,Quantity Back Ordered
aggregateitemlocation,reorderpoint,
assemblyitemlocations,reorderpoint,
inventoryitemlocations,reorderpoint,
aggregateitemlocation,rescheduleindays,
assemblyitemlocations,rescheduleindays,
inventoryitemlocations,rescheduleindays,
aggregateitemlocation,rescheduleoutdays,
assemblyitemlocations,rescheduleoutdays,
inventoryitemlocations,rescheduleoutdays,
aggregateitemlocation,supplytimefence,
assemblyitemlocations,supplytimefence,
inventoryitemlocations,supplytimefence,
itemsupplytype,name,
assemblyitemlocations,iswip,
invtitempricehistory,currency,
invtitempricehistory,internalid,
invtitempricehistory,item,
invtitempricehistory,quantity,
invtitempricehistory,pricetype,
invtitempricehistory,version,
assemblyitemprice,currencypage,
downloaditemprice,currencypage,
giftcertificateitemprice,currencypage,
inventoryitemprice,currencypage,
itemprice,currencypage,
kititemprice,currencypage,
noninventoryitemprice,currencypage,
noninventoryresaleitemprice,currencypage,
noninventorysaleitemprice,currencypage,
otherchargeitemprice,currencypage,
otherchargeresaleitemprice,currencypage,
otherchargesaleitemprice,currencypage,
pricing,currency,
pricingwithcustomers,currency,
serviceitemprice,currencypage,
serviceresaleitemprice,currencypage,
servicesaleitemprice,currencypage,
itemPrice,dateLastModified,dateLastModified
assemblyitemprice,discount,
assemblyitemprice,discountdisplay,
downloaditemprice,discount,
downloaditemprice,discountdisplay,
giftcertificateitemprice,discount,
giftcertificateitemprice,discountdisplay,
inventoryitemprice,discount,
inventoryitemprice,discountdisplay,
invtitempricehistory,discount,
itemprice,discount,
itemprice,discountdisplay,
kititemprice,discount,
kititemprice,discountdisplay,
noninventoryitemprice,discount,
noninventoryitemprice,discountdisplay,
noninventoryresaleitemprice,discount,
noninventoryresaleitemprice,discountdisplay,
noninventorysaleitemprice,discount,
noninventorysaleitemprice,discountdisplay,
otherchargeitemprice,discount,
otherchargeitemprice,discountdisplay,
otherchargeresaleitemprice,discount,
otherchargeresaleitemprice,discountdisplay,
otherchargesaleitemprice,discount,
otherchargesaleitemprice,discountdisplay,
pricelevel,discountpct,
serviceitemprice,discount,
serviceitemprice,discountdisplay,
serviceresaleitemprice,discount,
serviceresaleitemprice,discountdisplay,
servicesaleitemprice,discount,
servicesaleitemprice,discountdisplay,
assemblyitemprice,isinactive,
downloaditemprice,isinactive,
giftcertificateitemprice,isinactive,
inventoryitemprice,isinactive,
itemprice,isinactive,
kititemprice,isinactive,
noninventoryitemprice,isinactive,
noninventoryresaleitemprice,isinactive,
noninventorysaleitemprice,isinactive,
otherchargeitemprice,isinactive,
otherchargeresaleitemprice,isinactive,
otherchargesaleitemprice,isinactive,
serviceitemprice,isinactive,
serviceresaleitemprice,isinactive,
servicesaleitemprice,isinactive,
itemPrice,isOnline,isOnline
pricing,internalid,
pricingwithcustomers,internalid,
pricelevel,externalid,
itemPrice,priceLevel,priceLevel
itemPrice,priceQty,priceQty
assemblyitemprice,pricelevelname,
downloaditemprice,pricelevelname,
giftcertificateitemprice,pricelevelname,
inventoryitemprice,pricelevelname,
itemprice,pricelevelname,
kititemprice,pricelevelname,
noninventoryitemprice,pricelevelname,
noninventoryresaleitemprice,pricelevelname,
noninventorysaleitemprice,pricelevelname,
otherchargeitemprice,pricelevelname,
otherchargeresaleitemprice,pricelevelname,
otherchargesaleitemprice,pricelevelname,
pricelevel,name,
serviceitemprice,pricelevelname,
serviceresaleitemprice,pricelevelname,
servicesaleitemprice,pricelevelname,
assemblyitemquantity,item,
downloaditemquantity,item,
giftcertificateitemquantity,item,
inventoryitemquantity,item,
itemquantity,item,
kititemquantity,item,
noninventoryitemquantity,item,
noninventoryresaleitemquantity,item,
noninventorysaleitemquantity,item,
otherchargeitemquantity,item,
otherchargeresaleitemquantity,item,
otherchargesaleitemquantity,item,
serviceitemquantity,item,
serviceresaleitemquantity,item,
servicesaleitemquantity,item,
assemblyitemquantity,id,
assemblyitemquantity,seqnum,
downloaditemquantity,id,
downloaditemquantity,seqnum,
giftcertificateitemquantity,id,
giftcertificateitemquantity,seqnum,
inventoryitemquantity,id,
inventoryitemquantity,seqnum,
itemquantity,id,
itemquantity,seqnum,
kititemquantity,id,
kititemquantity,seqnum,
noninventoryitemquantity,id,
noninventoryitemquantity,seqnum,
noninventoryresaleitemquantity,id,
noninventoryresaleitemquantity,seqnum,
noninventorysaleitemquantity,id,
noninventorysaleitemquantity,seqnum,
otherchargeitemquantity,id,
otherchargeitemquantity,seqnum,
otherchargeresaleitemquantity,id,
otherchargeresaleitemquantity,seqnum,
otherchargesaleitemquantity,id,
otherchargesaleitemquantity,seqnum,
serviceitemquantity,id,
serviceitemquantity,seqnum,
serviceresaleitemquantity,id,
serviceresaleitemquantity,seqnum,
servicesaleitemquantity,id,
servicesaleitemquantity,seqnum,
assemblyitemquantity,maxcount,
downloaditemquantity,maxcount,
giftcertificateitemquantity,maxcount,
inventoryitemquantity,maxcount,
itemquantity,maxcount,
kititemquantity,maxcount,
noninventoryitemquantity,maxcount,
noninventoryresaleitemquantity,maxcount,
noninventorysaleitemquantity,maxcount,
otherchargeitemquantity,maxcount,
otherchargeresaleitemquantity,maxcount,
otherchargesaleitemquantity,maxcount,
serviceitemquantity,maxcount,
serviceresaleitemquantity,maxcount,
servicesaleitemquantity,maxcount,
assemblyitemquantity,mincount,
downloaditemquantity,mincount,
giftcertificateitemquantity,mincount,
inventoryitemquantity,mincount,
itemquantity,mincount,
kititemquantity,mincount,
noninventoryitemquantity,mincount,
noninventoryresaleitemquantity,mincount,
noninventorysaleitemquantity,mincount,
otherchargeitemquantity,mincount,
otherchargeresaleitemquantity,mincount,
otherchargesaleitemquantity,mincount,
serviceitemquantity,mincount,
serviceresaleitemquantity,mincount,
servicesaleitemquantity,mincount,
itemrevision,effectivedate,
itemrevision,externalid,
itemrevision,inactive,
itemrevision,item,
itemrevision,name,
itemrevision,memo,
itemrevision,obsoletedate,
employeelistaudience,sitecategory,
knowledgebaseaudience,sitecategory,
prescategorysiteaudience,sitecategory,
publishedsavedsearchaudience,sitecategory,
topicpublish,id,
assemblyitemsubsidiarymap,item,
descriptionitemsubsidiarymap,item,
discountitemsubsidiarymap,item,
downloaditemsubsidiarymap,item,
expenseitemsubsidiarymap,item,
giftcertificateitemsubsidiarymap,item,
inventoryitemsubsidiarymap,item,
itembasesubsidiarymap,item,
itemgroupsubsidiarymap,item,
itemsubsidiarymap,item,
kititemsubsidiarymap,item,
markupitemsubsidiarymap,item,
noninventoryitemsubsidiarymap,item,
noninventorypurchaseitemsubsidiarymap,item,
noninventoryresaleitemsubsidiarymap,item,
noninventorysaleitemsubsidiarymap,item,
otherchargeitemsubsidiarymap,item,
otherchargepurchaseitemsubsidiarymap,item,
otherchargeresaleitemsubsidiarymap,item,
otherchargesaleitemsubsidiarymap,item,
paymentitemsubsidiarymap,item,
serviceitemsubsidiarymap,item,
servicepurchaseitemsubsidiarymap,item,
serviceresaleitemsubsidiarymap,item,
servicesaleitemsubsidiarymap,item,
subscriptionplansubsidiarymap,item,
subtotalitemsubsidiarymap,item,
assemblyitemsubsidiarymap,subsidiary,
descriptionitemsubsidiarymap,subsidiary,
discountitemsubsidiarymap,subsidiary,
downloaditemsubsidiarymap,subsidiary,
expenseitemsubsidiarymap,subsidiary,
giftcertificateitemsubsidiarymap,subsidiary,
inventoryitemsubsidiarymap,subsidiary,
itembasesubsidiarymap,subsidiary,
itemgroupsubsidiarymap,subsidiary,
itemsubsidiarymap,subsidiary,
kititemsubsidiarymap,subsidiary,
markupitemsubsidiarymap,subsidiary,
noninventoryitemsubsidiarymap,subsidiary,
noninventorypurchaseitemsubsidiarymap,subsidiary,
noninventoryresaleitemsubsidiarymap,subsidiary,
noninventorysaleitemsubsidiarymap,subsidiary,
otherchargeitemsubsidiarymap,subsidiary,
otherchargepurchaseitemsubsidiarymap,subsidiary,
otherchargeresaleitemsubsidiarymap,subsidiary,
otherchargesaleitemsubsidiarymap,subsidiary,
paymentitemsubsidiarymap,subsidiary,
serviceitemsubsidiarymap,subsidiary,
servicepurchaseitemsubsidiarymap,subsidiary,
serviceresaleitemsubsidiarymap,subsidiary,
servicesaleitemsubsidiarymap,subsidiary,
shipitem,subsidiary,
shippingmethodrulerelation,subsidiary,
subscriptionplansubsidiarymap,subsidiary,
subtotalitemsubsidiarymap,subsidiary,
itemdemandsource,name,
itemsupplyplanorder,ordercreated,
itemsupplyplanorder,itemsupplyplan,
itemsupplyplanorder,orderdate,
supplychainsnapshotdetails,trantype,
itemsupplyplanorder,receiptdate,
itemsupplyplanorder,sourcelocation,
itemsupplyplan,lastmodifieddate,
itemsupplyplan,item,
itemsupplyplan,id,
itemsupplyplan,lastmodifieddate,
itemsupplyplan,memo,
itemdemandplan,subsidiary,
itemsupplyplan,subsidiary,
locationcostinggrouplocation,subsidiary,
picktask,subsidiary,
plannedstandardcost,subsidiary,
wavepicktask,subsidiary,
wavewavepicktask,subsidiary,
ItemVendor,preferredVendor,Preferred
ItemVendor,item,Item
ItemVendor,subsidiary,Subsidiary
ItemVendor,vendorCode,Code
ItemVendor,vendor,Vendor
ItemVendorPriceLines,vendorprice,Purchase price
assemblyitemitemvendor,purchaseprice,
inventoryitemitemvendor,purchaseprice,
itemvendor,purchaseprice,
noninventoryitemitemvendor,purchaseprice,
noninventorypurchaseitemitemvendor,purchaseprice,
noninventoryresaleitemitemvendor,purchaseprice,
otherchargeitemitemvendor,purchaseprice,
otherchargepurchaseitemitemvendor,purchaseprice,
otherchargeresaleitemitemvendor,purchaseprice,
serviceitemitemvendor,purchaseprice,
servicepurchaseitemitemvendor,purchaseprice,
serviceresaleitemitemvendor,purchaseprice,
N/A,N/A,N/A
ItemVendorPriceLines,vendorcurrency,Currency
ItemVendor,item,Item
ItemVendor,subsidiary,Subsidiary
ItemVendor,vendor,Vendor
kititemmember,dropshipmember,
atpmethodtype,name,
costcategory,name,
costestimatetype,name,
fulfillmentrequestitem,countryofmanufacture,
storepickupfulfillmentitem,countryofmanufacture,
ratableeventtype,name,
Item,quantityOnOrder,quantityOnOrder
itemdemandsource,name,
Item,displayname,Display Name/Code
distributioncategory,name,
distributionnetwork,name,
item,expenseAccount,
manufacturingoperationtaskcostdetail,account,
item,featureddescription,
Item,fullname,Full Name
fulfillmentrequestitem,itemhandlingcost,
fulfillmentrequestitem,ishazmatitem,
storepickupfulfillmentitem,ishazmatitem,
fulfillmentrequestitem,hazmathazardclass,
storepickupfulfillmentitem,hazmathazardclass,
fulfillmentrequestitem,hazmatid,
storepickupfulfillmentitem,hazmatid,
fulfillmentrequestitem,hazmatitemunits,
storepickupfulfillmentitem,hazmatitemunits,
fulfillmentrequestitem,hazmatitemunitsqty,
storepickupfulfillmentitem,hazmatitemunitsqty,
fulfillmentrequestitem,hazmatpackinggroup,
storepickupfulfillmentitem,hazmatpackinggroup,
fulfillmentrequestitem,hazmatshippingname,
storepickupfulfillmentitem,hazmatshippingname,
revenueelement,contingentrevenuehandling,
-,-,
Item,isinactive,Inactive
-,-,
Item,externalId,External ID
Item,id,ID
itemrevenuecategory,name,
item,lastInventoryCostingCorrectionDate,Last Inventory Costing Correction Date
itemsupplylotsizingtype,name,
item,metataghtml,
Item,itemid,Item Name/Number
overheadtype,name,
generalizeditem,origparent,
generalizeditem,parent,
itemperiodiclotsizetype,name,
-,-,
-,-,
-,-,
item,rateincludingtax	,
pricinggroup,id,
item,purchaseorderamount,
vendor,purchaseorderamount,
item,purchaseorderquantity,
vendor,purchaseorderquantity,
item,purchaseorderquantitydiff,
vendor,purchaseorderquantitydiff,
fulfillmentrequestitem,onhand,
storepickupfulfillmentitem,onhand,
item,receiptamount,
vendor,receiptamount,
item,receiptquantity,
vendor,receiptquantity,
item,receiptquantitydiff,
vendor,receiptquantitydiff,
supplyreplenishmenttype,name,
itemtype,resalable,
revenueallocationgroup,name,
item,safetystockleveldays,Safety Stock Level Days
pricing,saleunit,
pricingwithcustomers,saleunit,
Item,description,Description
fulfillmentrequestitem,isserial,
item,storedescription,
item,storedetaileddescription,
item,storedisplayname,
item,storedisplaynameorig,
fulfillmentrequestitem,itemsubtype,
storepickupfulfillmentitem,itemsubtype,
itemsupplytype,name,
-,-,
Item,itemtype,Type
fulfillmentrequestitem,itemupc,
storepickupfulfillmentitem,itemupc,
item,vendor,Preferred Vendor
revenueelement,delivered,
assemblyitemmember,weight,
fulfillmentrequestitem,itemweight,
inboundshipmentitem,weightlbs,
itemgroupmember,weight,
itemmember,weight,
kititemmember,weight,
storepickupfulfillmentitem,itemweight,
jobresourcerole,description,
jobresourcerole,owntimeapproval,
jobresourcerole,reassignresources,
jobresourcerole,projecttimeapprover,
jobresourcerole,id,
jobresourcerole,name,
jobresourcerole,sendmailforratoffconflict,
jobresourcejobresourcemap,role,
mfgprojectjobresourcesjobresourcejobresourcemap,role,
projecttemplatejobresourcerolemap,role,
locationcostinggroup,costinggroupcurrency,
locationcostinggroup,id,
locationcostinggroup,name,
locationcostinggroup,memo,
aggregateitemlocation,locationcostinggroup,
assemblyitemlocations,locationcostinggroup,
inventoryitemlocations,locationcostinggroup,
locationcostinggrouplocation,costinggroup,
gircustomerreturnlocation,city,
girfulfillmentlocation,city,
gircustomerreturnlocation,country,
girfulfillmentlocation,country,
location,lastmodifieddate,
location,makeinventoryavailablestore,
location,includeinsupplyplanning,
location,externalid,
Location,id,ID
location,parent,
gircustomerreturnlocation,state,
girfulfillmentlocation,state,
location,tranprefix,
memdoc,action,
memdoc,subsequentpostingdate,
frequencytype,longname,
memdoc,indefinite,
memdoc,id,
memdoc,numberremaining,
memdoc,repeatevery,
memdoc,subsequent,
memdoc,transactiontemplate,
memdoc,updateaddresses,
memdoc,updateprices,
message,author,
message,bcc,
message,cc,
message,entity,
message,datetime,
supportcase,lastmessagedate,
message,lastmodifieddate,
message,activity,
message,authoremail,
message,internalonly,
message,emailed,
message,incoming,
message,message,
message,externalid,
message,id,
message,messagetype,
message,recipient,
message,primaryrecipient,
message,record,
message,recordtype,
message,subject,
message,template,
message,recipientemail,
message,to,
message,transaction,
ccbccrecipient,otherrecipient,
ccbccrecipient,message,
manufacturingcosttemplate,lastmodifieddate,
manufacturingcosttemplate,externalid,
manufacturingcosttemplate,id,
manufacturingcosttemplate,memo,
manufacturingcosttemplate,name,
manufacturingcosttemplatecostdetail,item,
manufacturingcosttemplatecostdetail,manufacturingcosttemplate,
manufacturingrouting,billofmaterials,
manufacturingrouting,externalid,
manufacturingrouting,autocalculatelag,
manufacturingrouting,isdefault,
manufacturingrouting,item,
manufacturingroutinglocationmap,location,
manufacturingrouting,id,
manufacturingroutingcomponent,manufacturingrouting,
manufacturingrouting,memo,
manufacturingrouting,name,
manufacturingroutingroutingstep,lagamount,
lagtype,name,
manufacturingroutingroutingstep,manufacturingcosttemplate,
manufacturingroutingroutingstep,manufacturingrouting,
manufacturingroutingroutingstep,manufacturingworkcenter,
manufacturingroutingroutingstep,operationname,
manufacturingroutingroutingstep,runrate,
manufacturingroutingcomponent,operationdisplaytext,
manufacturingroutingroutingstep,operationsequence,
manufacturingroutingroutingstep,setuptime,
nexus,country,
nexus,description,
-,-,
-,-,
nexus,isinactive,
nexus,taxdatefromfulfillment,
nexus,id,
nexus,parentnexus,
nexus,state,
nexus,taxagency,
nexus,taxcode,
nexus,taxagency,
nexus,taxagencypst,
"TransactionNote, ItemNote, SupportCaseNote, EntityNote",author,
"TransactionNote, ItemNote, SupportCaseNote, EntityNote",note,
note,entity,
EntityNote,entity,
"TransactionNote, ItemNote, SupportCaseNote, EntityNote",lastmodifieddate,
notedirectiontype,name,
"TransactionNote, ItemNote, SupportCaseNote, EntityNote",direction,
note,activity,
note,item,
"TransactionNote, ItemNote, SupportCaseNote, EntityNote",title,
TransactionNote,externalid,
note,externalid,
TransactionNote,id,
note,id,
notetype,name,
"TransactionNote, ItemNote, SupportCaseNote, EntityNote",notetype,
notetype,description,
notetype,externalid,
notetype,id,
"TransactionNote, ItemNote, SupportCaseNote, EntityNote",id,
"TransactionNote, ItemNote, SupportCaseNote, EntityNote",notedate,
TransactionNote,transaction,
note,transaction,
notetype,description,
notetype,name,
notetype,externalid,
notetype,id,
storepickupfulfillment,postingperiod,
TRANSACTION,postingPeriod,
TRANSACTION,actionItem,
TRANSACTION,billingAddress,
TRANSACTION,closeDate,
TRANSACTION,entityStatus,
invoiceinstallment,currency,
vendorbillinstallment,currency,
TRANSACTION,currency,
fulfillmentrequest,lastmodifieddate,
storepickupfulfillment,lastmodifieddate,
TRANSACTION,lastModifiedDate,
TRANSACTION,email,
TRANSACTION,endDate,
TRANSACTION,expectedCloseDate,
TRANSACTION,fax,
TRANSACTION,fob,
forecasttype,sname,
TRANSACTION,forecastType,
TRANSACTION,taxRegOverride,
TRANSACTION,leadSource,
TRANSACTION,memo,
TRANSACTION,memorized,
TRANSACTION,message,
TRANSACTION,needsBill,
storepickupfulfillment,partner,
TRANSACTION,partner,
TRANSACTION,terms,
TRANSACTION,probability,
TRANSACTION,projectedTotal,
TRANSACTION,couponCode,
TRANSACTION,otherRefNum,
orderreservation,enddate,
TRANSACTION,endDate,
TRANSACTION,reversal,
TRANSACTION,employee,
TRANSACTION,shippingAddress,
storepickupfulfillment,pickedupdate,
TRANSACTION,pickedUpdate,
TRANSACTION,shipMethod,
TRANSACTION,startDate,
allocateddemand,orderstatus,
TRANSACTION,status,
orderreservation,name,
TRANSACTION,title,
fulfillmentrequest,trandate,
orderreservation,transactiondate,
storepickupfulfillment,trandate,
TRANSACTION,tranDate,
orderreservation,tranid,
TRANSACTION,tranId,
fulfillmentrequest,externalid,
orderreservation,externalid,
storepickupfulfillment,externalid,
fulfillmentrequest,id,
orderreservation,id,
storepickupfulfillment,id,
TRANSACTION,id,
TRANSACTION,source,
supplychainsnapshotdetails,trantype,
TRANSACTION,type,
TRANSACTION,weightedTotal,
TRANSACTION,winLossReason,
transactionline,expenseaccount,
storepickupfulfillmentitem,amount,
transactionline,amount,
TRANSACTIONLINE,fxAmountLinked,
TRANSACTIONLINE,amountLinked,
memdoctransactiontemplateline,class,
transactionline,class,
memdoctransactiontemplateline,entity,
storepickupfulfillmentitem,lineentity,
transactionline,entity,
transactionline,cleareddate,
transactionline,closedate,
transactionline,linelastmodifieddate,
memdoctransactiontemplateline,department,
transactionline,department,
transactionline,donotdisplayline,
transactionline,category,
TRANSACTIONLINE,grossAmt,
TRANSACTIONLINE,hasCostLine,
transactionline,iscogs,
transactionline,iscustomglline,
TRANSACTIONLINE,excludeFromRateRequest,
transactionline,isbillable,
transactionline,cleared,
TRANSACTIONLINE,isNonReimbursable,
cashrefundtranpromotion,discountistaxable,
cashsaletranpromotion,discountistaxable,
creditmemotranpromotion,discountistaxable,
estimatetranpromotion,discountistaxable,
invoicetranpromotion,discountistaxable,
memdoctransactiontemplatetranpromotion,discountistaxable,
returnauthorizationtranpromotion,discountistaxable,
salesordertranpromotion,discountistaxable,
tranpromotion,discountistaxable,
TRANSACTIONLINE,taxline,
memdoctransactiontemplateline,quantity,
statisticaljournalentryline,ritemcount,
transactionline,quantity,
expenseplan,item,
memdoctransactiontemplateline,item,
orderline,item,
orderreservation,item,
storepickupfulfillmentitem,item,
supplychangeorder,item,
transactionaccountingline,overheadparentitem,
transactionline,item,
waveorderline,item,
orderreservation,closed,
transactionline,isclosed,
TRANSACTIONLINE,rate,
storepickupfulfillmentitem,kitmemberof,
transactionline,kitmemberof,
memdoctransactiontemplateline,location,
orderreservation,location,
transactionline,location,
fulfillmentrequestitem,description,
fulfillmentrequestitem,itemdescription,
inboundshipmentitem,shipmentitemdescription,
statisticaljournalentryline,memo,
storepickupfulfillmentitem,description,
storepickupfulfillmentitem,itemdescription,
TRANSACTIONLINE,memo,
TRANSACTIONLINE,netAmount,
memdoctransactiontemplateline,posting,
TRANSACTIONLINE,quantityBilled,
TRANSACTIONLINE,quantityRevCommitted,
memdoctransactiontemplateline,transactiondiscount,
transactionline,transactiondiscount,
allocateddemand,transaction,
allocatedsupply,transaction,
crosschargejournaltransactionpayments,parenttransaction,
inventoryassignment,transaction,
memdoctransactiontemplateline,transaction,
plannedorder,transactioncreated,
revenueelement,journalentry,
revenueelement,revenuearrangement,
statisticaljournalentryline,journal,
storepickupfulfillmentitem,srcdoc,
storepickupfulfillmentitem,storepickupfulfillment,
supplychangeorder,transaction,
transactionline,transaction,
allocateddemand,tranline,
allocatedsupply,tranline,
charge,invoiceln,
memdoctransactiontemplateline,id,
statisticaljournalentryline,line,
storepickupfulfillmentitem,kitlineid,
storepickupfulfillmentitem,line,
storepickupfulfillmentitem,srcline,
transactionline,id,
transactionlineaddressmapping,transactionline,
memdoctransactiontemplateline,linesequencenumber,
transactionline,linesequencenumber,
transactionline,paymentmethod,
statisticaljournalentryline,kpayitem,
transactionline,payitem,
TRANSACTIONLINE,periodClosed,
transactionline,price,
TRANSACTIONLINE,quantityShipRecv,
TRANSACTIONLINE,dueDate,
statisticaljournalentryline,entity2,
memdoctransactiontemplateline,expectedshipdate,
transactionline,expectedshipdate,
transactionline,actualshipdate,
TRANSACTIONLINE,subsidiary,
memdoctransactiontemplateline,taxcode,
transactionline,taxcode,
Transaction Contact,contact,Contact
Transaction Contact,contactRole,Contact Role
Transaction Contact,lastModifiedDate,Last Modified Date
Transaction Contact,transaction,Transaction
orderallocationstrategy,allocatefirminvtonly,
orderallocationstrategy,futureinventory,
orderallocationstrategy,isinactive,
orderallocationstrategy,name,
orderallocationstrategy,id,
OriginatingLead,altemail,
OriginatingLead,altphone,
entitystatus,entitytype,
OriginatingLead,companyname,
OriginatingLead,email,
OriginatingLead,fax,
OriginatingLead,firstname,
OriginatingLead,homephone,
OriginatingLead,lastname,
OriginatingLead,middlename,
OriginatingLead,mobilephone,
OriginatingLead,phone,
entitystatus,name,
entitystatus,descr,
entitystatus,probability,
entitystatus,readonly,
othername,companyname,
partnercategory,name,
partnercategory,parent,
partnercategory,externalid,
partnercategory,id,
partnercategory,name,
partnercategory,parent,
PartnerCategoryMap,partner,
partnercategory,externalid,
PartnerCategoryMap,category,
Partner,defaultaddress,
Partner,altemail,
Partner,partnercode,
Partner,comments,
Partner,companyname,
Partner,datecreated,
Partner,lastmodifieddate,
Partner,email,
Partner,fax,
Partner,homephone,
Partner,isperson,
Partner,isinactive,
Partner,lastmodifieddate,
Partner,giveaccess,
Partner,mobilephone,
Partner,phone,
Partner,defaulttaxreg,
Partner,url,
-,-,
PaymentMethod,METHODTYPE,
paymentmethod,lastmodifieddate,
paymentmethod,account,
paymentmethod,name,
paymentmethod,externalid,
paymentmethod,id,
Term,dateDriven,Date Driven
term,lastmodifieddate,
term,recurrencefrequency,
term,recurrencecount,
Term,installment,Installment
Term,payTaxUpfront,Pay Tax Upfront
term,preferred,
Term,splitEvenly,Split Evenly
term,duenextmonthifwithindays,
term,name,
term,term,
term,externalid,
term,id,
term,repeatevery,
payitemtype,name,
paychecksummary,payitemtype,
payitemtype,key,
payrollitem,deriveratefrompayrollitem,
payrollitem,derivedratemultiplier,
payrollitem,expenseaccount,
payrollitem,liabilityaccount,
payrollitem,limit,
employeeearning,pinamelinked,
payrollitem,name,
paychecksummary,payitem,
payrollitem,id,
payrollitem,itemtype,
payrollitem,vendor,
mfgprojectpercentcompleteoverride,period,
percentcompleteoverride,period,
mfgprojectpercentcompleteoverride,comments,
percentcompleteoverride,comments,
mfgprojectpercentcompleteoverride,percent,
percentcompleteoverride,percent,
plannedstandardcost,lastmodifieddate,
plannedstandardcost,item,
plannedstandardcost,memo,
plannedstandardcost,id,
plannedstandardcost,standardcostversion,
postingaccountactivity,fakeid,
postingaccountactivity,accountingbook,
postingaccountactivity,accountingperiod,
postingaccountactivity,activitydate,
postingaccountactivity,amount,
postingaccountactivity,class,
postingaccountactivity,customtype,
postingaccountactivity,department,
postingaccountactivity,entity,
postingaccountactivity,item,
postingaccountactivity,location,
postingaccountactivity,partner,
postingaccountactivity,promocode,
postingaccountactivity,quantity,
postingaccountactivity,transactiontype,
postingaccountactivity,fakeid,
postingaccountactivity,accountingperiod,
postingaccountactivity,activitydate,
postingaccountactivity,amount,
postingaccountactivity,class,
postingaccountactivity,department,
postingaccountactivity,entity,
postingaccountactivity,item,
postingaccountactivity,location,
postingaccountactivity,partner,
postingaccountactivity,promocode,
postingaccountactivity,quantity,
pricebooklineinterval,frequency,
pricebooklineinterval,discount,
subscriptionchangeordernewline,discount,
pricebooklineinterval,overagefrequency,
pricebooklineinterval,overagediscount,
pricebooklineinterval,overagepriceplan,
pricebooklineinterval,overagerepeatevery,
pricebooklineinterval,subscriptionplanline,
subscriptionchangeordernewline,planitem,
subscriptionplanmember,id,
subscriptionplanmember,lineid,
subscriptionplanrenewaluplift,lineid,
subscriptionpriceinterval,subscriptionplanline,
pricebooklineinterval,linenumber,
subscriptionchangeordernewline,sequence,
subscriptionplanmember,linenumber,
subscriptionplanrenewaluplift,linenumber,
pricebooklineinterval,pricebook,
pricebooklineinterval,priceplan,
subscriptionchangeordernewline,priceplan,
pricebooklineinterval,repeatevery,
pricebooklineinterval,multiplierline,
subscriptionchangeordernewline,multiplierline,
currency,symbol,
pricebook,name,
pricebook,subscriptionplan,
pricebook,externalid,
pricebook,id,
currency,symbol,
priceplan,includedquantity,
priceplan,externalid,
priceplan,id,
pricetiers,fromval,
pricetiers,maxamount,
pricetiers,minamount,
pricetiers,priceplan,
pricetiers,id,
pricetiers,lineid,
pricetiers,value,
pricelevel,lastmodifieddate,
assemblyitemprice,discount,
assemblyitemprice,discountdisplay,
downloaditemprice,discount,
downloaditemprice,discountdisplay,
giftcertificateitemprice,discount,
giftcertificateitemprice,discountdisplay,
inventoryitemprice,discount,
inventoryitemprice,discountdisplay,
invtitempricehistory,discount,
itemprice,discount,
itemprice,discountdisplay,
kititemprice,discount,
kititemprice,discountdisplay,
noninventoryitemprice,discount,
noninventoryitemprice,discountdisplay,
noninventoryresaleitemprice,discount,
noninventoryresaleitemprice,discountdisplay,
noninventorysaleitemprice,discount,
noninventorysaleitemprice,discountdisplay,
otherchargeitemprice,discount,
otherchargeitemprice,discountdisplay,
otherchargeresaleitemprice,discount,
otherchargeresaleitemprice,discountdisplay,
